Date,Close,High,Low,Open,Volume
1980-12-12,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,469033600
1980-12-15,0.09357530623674393,0.09400452544436763,0.09357530623674393,0.09400452544436763,175884800
1980-12-16,0.08670710027217865,0.08713631386494138,0.08670710027217865,0.08713631386494138,105728000
1980-12-17,0.08885317295789719,0.08928239224912475,0.08885317295789719,0.08885317295789719,86441600
1980-12-18,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09142925590276718,73449600
1980-12-19,0.09700905531644821,0.09743827463058725,0.09700905531644821,0.09700905531644821,48630400
1980-12-22,0.10173045843839645,0.10216044576719974,0.10173045843839645,0.10173045843839645,37363200
1980-12-23,0.1060234010219574,0.10645262045536723,0.1060234010219574,0.1060234010219574,46950400
1980-12-24,0.11160320043563843,0.11203241979661191,0.11160320043563843,0.11160320043563843,48003200
1980-12-26,0.12190510332584381,0.12233432247218795,0.12190510332584382,0.12190510332584382,55574400
1980-12-29,0.12362200021743774,0.12405121947408222,0.12362200021743774,0.12362200021743774,93161600
1980-12-30,0.12061749398708344,0.12104670180175822,0.12061749398708344,0.12104670180175822,68880000
1980-12-31,0.11718378216028214,0.11761300150829238,0.11718378216028214,0.11761300150829238,35750400
1981-01-02,0.11847144365310669,0.11932988245717048,0.11847144365310668,0.11847144365310668,21660800
1981-01-05,0.11589612811803818,0.11632533597637124,0.11589612811803818,0.11632533597637124,35728000
1981-01-06,0.11074472218751907,0.11117394139529885,0.11074472218751907,0.11117394139529885,45158400
1981-01-07,0.1060234010219574,0.10645262045536723,0.1060234010219574,0.10645262045536723,55686400
1981-01-08,0.10387732088565826,0.10430652883266625,0.10387732088565828,0.10430652883266625,39827200
1981-01-09,0.1094570904970169,0.10988630976154169,0.1094570904970169,0.1094570904970169,21504000
1981-01-12,0.10859867930412292,0.10945710649660394,0.10859867930412291,0.10945710649660394,23699200
1981-01-13,0.10473575443029404,0.10516497386471411,0.10473575443029404,0.10516497386471411,23049600
1981-01-14,0.10516495257616043,0.10559417192369358,0.10516495257616043,0.10516495257616043,14291200
1981-01-15,0.10731101036071777,0.10816943737382229,0.10731101036071777,0.10731101036071777,14067200
1981-01-16,0.10645262151956558,0.10688184095726629,0.10645262151956558,0.10688184095726629,13395200
1981-01-19,0.11289082467556,0.11332004395143945,0.11289082467556,0.11289082467556,41574400
1981-01-20,0.1094570904970169,0.10988630976154169,0.1094570904970169,0.10988630976154169,30083200
1981-01-21,0.11160320043563843,0.11246162769553605,0.11160320043563843,0.11160320043563843,15904000
1981-01-22,0.11289082467556,0.11374926322731889,0.11289082467556,0.11289082467556,35548800
1981-01-23,0.11246157437562943,0.11332001269057645,0.11246157437562941,0.11289079353310294,11222400
1981-01-26,0.11074472218751907,0.11117394139529885,0.11074472218751907,0.11117394139529885,24640000
1981-01-27,0.1098862886428833,0.11074471554490808,0.1098862886428833,0.11074471554490808,23699200
1981-01-28,0.10645262151956558,0.10688184095726629,0.10645262151956558,0.10688184095726629,28156800
1981-01-29,0.10258964449167252,0.10301886382472396,0.10258964449167252,0.10301886382472396,43904000
1981-01-30,0.09700905531644821,0.09786749394472628,0.09700905531644821,0.09786749394472628,46188800
1981-02-02,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09185846951321318,23766400
1981-02-03,0.09486299753189087,0.09529221118677468,0.09486299753189087,0.09486299753189087,19152000
1981-02-04,0.09829672425985336,0.0987259321599796,0.09829672425985336,0.09829672425985336,27865600
1981-02-05,0.09829672425985336,0.0991551515221552,0.09829672425985336,0.09829672425985336,7929600
1981-02-06,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,13865600
1981-02-09,0.09357530623674393,0.09443373892096872,0.09357530623674393,0.09443373892096872,16755200
1981-02-10,0.09357530623674393,0.09400452544436763,0.09357530623674393,0.09357530623674393,18345600
1981-02-11,0.090570829808712,0.0910000434516573,0.090570829808712,0.0910000434516573,13843200
1981-02-12,0.08971163630485535,0.09014162369942762,0.08971163630485535,0.09014162369942762,14560000
1981-02-13,0.08756552636623383,0.08842395921590036,0.08756552636623383,0.08842395921590036,11155200
1981-02-17,0.08971163630485535,0.09014162369942762,0.08971163630485535,0.08971163630485535,12275200
1981-02-18,0.09357530623674393,0.09443373892096872,0.09357530623674393,0.09357530623674393,19241600
1981-02-19,0.0879947617650032,0.08842398116187643,0.0879947617650032,0.08842398116187643,22310400
1981-02-20,0.08327335864305496,0.08370257791548955,0.08327335864305496,0.08370257791548955,24371200
1981-02-23,0.08456101268529892,0.08499023199675151,0.08456101268529892,0.08456101268529892,14112000
1981-02-24,0.0815565213561058,0.08241495446825543,0.0815565213561058,0.08241495446825543,16979200
1981-02-25,0.08670710027217865,0.08713631386494138,0.08670710027217865,0.08670710027217865,19488000
1981-02-26,0.0879947617650032,0.08842398116187643,0.0879947617650032,0.0879947617650032,10841600
1981-02-27,0.09100006520748138,0.09185849842962658,0.09100006520748138,0.09100006520748138,14761600
1981-03-02,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09142925590276718,11760000
1981-03-03,0.09014158695936203,0.0905708062215515,0.09014158695936203,0.0905708062215515,16172800
1981-03-04,0.08928240090608597,0.08971161450790703,0.08928240090608597,0.08971161450790703,13708800
1981-03-05,0.08885317295789719,0.08928239224912475,0.08885317295789719,0.08928239224912475,5376000
1981-03-06,0.0879947617650032,0.08885319482772451,0.0879947617650032,0.08885319482772451,11603200
1981-03-09,0.08112732321023941,0.08155653698304255,0.08112732321023941,0.08155653698304255,15321600
1981-03-10,0.07726354897022247,0.07769276244486709,0.07726354897022247,0.07769276244486709,28380800
1981-03-11,0.07425905764102936,0.0751174906209458,0.07425905764102936,0.0751174906209458,29859200
1981-03-12,0.07726354897022247,0.07769276244486709,0.07726354897022247,0.07726354897022247,59248000
1981-03-13,0.0764051303267479,0.07683434388024585,0.0764051303267479,0.07683434388024585,231302400
1981-03-16,0.07941043376922607,0.08026886679844059,0.07941043376922607,0.07941043376922607,37228800
1981-03-17,0.08327335864305496,0.08413179145690065,0.08327335864305496,0.08327335864305496,43747200
1981-03-18,0.0884239599108696,0.08928239276728299,0.0884239599108696,0.0884239599108696,36937600
1981-03-19,0.08756552636623383,0.08799473992555523,0.08756552636623383,0.08799473992555523,37811200
1981-03-20,0.0884239599108696,0.08928239276728299,0.0884239599108696,0.0884239599108696,14604800
1981-03-23,0.09185847640037537,0.09271690941665348,0.09185847640037537,0.09185847640037537,22019200
1981-03-24,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09185846951321318,28156800
1981-03-25,0.08971163630485535,0.09057084313655903,0.08971163630485535,0.09057084313655903,7056000
1981-03-26,0.0879947617650032,0.08842398116187643,0.0879947617650032,0.08842398116187643,12275200
1981-03-27,0.0849902480840683,0.08541946174574029,0.0849902480840683,0.08541946174574029,12252800
1981-03-30,0.0849902480840683,0.08584868113843738,0.0849902480840683,0.0849902480840683,9900800
1981-03-31,0.08413182944059372,0.08499026264200335,0.08413182944059372,0.08499026264200335,15993600
1981-04-01,0.08327335864305496,0.08370257791548955,0.08327335864305496,0.08370257791548955,34070400
1981-04-02,0.090570829808712,0.0910000434516573,0.090570829808712,0.090570829808712,31404800
1981-04-03,0.09100006520748138,0.09142928468406708,0.09100006520748138,0.09100006520748138,16486400
1981-04-06,0.08928240090608597,0.08971161450790703,0.08928240090608597,0.08971161450790703,22803200
1981-04-07,0.0884239599108696,0.08885317347356442,0.0884239599108696,0.08885317347356442,10684800
1981-04-08,0.09271687269210815,0.0935753053683667,0.09271687269210815,0.09271687269210815,21952000
1981-04-09,0.0944337472319603,0.09486296647735903,0.0944337472319603,0.0944337472319603,12499200
1981-04-10,0.09572140872478485,0.09615062228170297,0.09572140872478485,0.09572140872478485,33465600
1981-04-13,0.09572140872478485,0.09615062228170297,0.09572140872478485,0.09572140872478485,16060800
1981-04-14,0.09572140872478485,0.09615062228170297,0.09572140872478485,0.09572140872478485,6652800
1981-04-15,0.09100006520748138,0.09142928468406708,0.09100006520748138,0.09142928468406708,34048000
1981-04-16,0.08584868162870407,0.08627789529282723,0.08584868162870407,0.08627789529282723,23878400
1981-04-20,0.0884239599108696,0.08885317347356442,0.0884239599108696,0.0884239599108696,35347200
1981-04-21,0.0944337472319603,0.09486296647735903,0.0944337472319603,0.0944337472319603,28537600
1981-04-22,0.09786750376224518,0.0982967231194411,0.09786750376224518,0.09786750376224518,18995200
1981-04-23,0.10044276714324951,0.10087198637293923,0.10044276714324951,0.10044276714324951,58016000
1981-04-24,0.09958434849977493,0.10044277556911965,0.09958434849977492,0.10044277556911965,35056000
1981-04-27,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09915516417440577,38528000
1981-04-28,0.09700905531644821,0.09743827463058725,0.09700905531644821,0.09743827463058725,32188800
1981-04-29,0.09572140872478485,0.09615062228170297,0.09572140872478485,0.09615062228170297,13641600
1981-04-30,0.0974382609128952,0.09829669942031935,0.0974382609128952,0.0974382609128952,12611200
1981-05-01,0.0974382609128952,0.09829669942031935,0.0974382609128952,0.0974382609128952,16553600
1981-05-04,0.09700905531644821,0.09743827463058725,0.09700905531644821,0.09743827463058725,14448000
1981-05-05,0.09657982736825943,0.09700903513104187,0.09657982736825943,0.09700903513104187,17539200
1981-05-06,0.0940045714378357,0.09443378512443748,0.0940045714378357,0.09443378512443748,18950400
1981-05-07,0.09529219567775726,0.09572141499380968,0.09529219567775726,0.09529219567775726,9363200
1981-05-08,0.09615065902471542,0.09657987847667915,0.09615065902471542,0.09615065902471542,7907200
1981-05-11,0.0940045714378357,0.09443378512443748,0.0940045714378357,0.09443378512443748,11939200
1981-05-12,0.0940045714378357,0.09529221822866649,0.0940045714378357,0.0940045714378357,4256000
1981-05-13,0.09357530623674393,0.09486295812859241,0.09357530623674393,0.09400452544436763,4905600
1981-05-14,0.09228766709566116,0.09314609984518155,0.09228766709566116,0.09314609984518155,4928000
1981-05-15,0.0944337472319603,0.09572139923713338,0.0944337472319603,0.0944337472319603,4905600
1981-05-18,0.09615065902471542,0.09700908646659112,0.09615065902471542,0.09615065902471542,4166400
1981-05-19,0.0944337472319603,0.09486296647735903,0.0944337472319603,0.09486296647735903,25424000
1981-05-20,0.0974382609128952,0.09829669942031935,0.0974382609128952,0.0974382609128952,13283200
1981-05-21,0.1030188649892807,0.10344808432718416,0.1030188649892807,0.1030188649892807,32211200
1981-05-22,0.10774025321006775,0.1085986919646749,0.10774025321006775,0.10774025321006775,31427200
1981-05-26,0.10731101036071777,0.10774021813624701,0.10731101036071777,0.10774021813624701,85344000
1981-05-27,0.11332004517316818,0.11374926445367514,0.11332004517316818,0.11332004517316818,149497600
1981-05-28,0.11332004517316818,0.11374926445367514,0.11332004517316818,0.11332004517316818,73987200
1981-05-29,0.11374925822019577,0.11417924543429998,0.11374925822019577,0.11374925822019577,59382400
1981-06-01,0.11374925822019577,0.11417924543429998,0.11374925822019577,0.11374925822019577,51251200
1981-06-02,0.10816947370767593,0.10859869308942491,0.10816947370767593,0.10859869308942491,40432000
1981-06-03,0.10816947370767593,0.109027901009124,0.10816947370767593,0.10816947370767593,39446400
1981-06-04,0.11031549423933029,0.11074470190646257,0.11031549423933029,0.11031549423933029,56067200
1981-06-05,0.10859867930412292,0.10902788716933921,0.10859867930412291,0.10902788716933921,57680000
1981-06-08,0.10473575443029404,0.10516497386471411,0.10473575443029404,0.10516497386471411,93497600
1981-06-09,0.10688184946775436,0.10731106893963176,0.10688184946775436,0.10688184946775436,119593600
1981-06-10,0.10816947370767593,0.10945712039087298,0.10816947370767593,0.10816947370767593,25222400
1981-06-11,0.11289082467556,0.11332004395143945,0.11289082467556,0.11289082467556,38976000
1981-06-12,0.11160320043563843,0.11203241979661191,0.11160320043563843,0.11203241979661191,25804800
1981-06-15,0.11117399483919144,0.11160321425330685,0.11117399483919144,0.11160321425330685,143763200
1981-06-16,0.10902789980173111,0.10945711917872684,0.10902789980173111,0.10945711917872684,37251200
1981-06-17,0.10731101036071777,0.10774021813624701,0.10731101036071777,0.10774021813624701,27574400
1981-06-18,0.10688184946775436,0.10774027694945686,0.10688184946775436,0.10731106893963176,23049600
1981-06-19,0.10387732088565826,0.10430652883266625,0.10387732088565828,0.10430652883266625,27507200
1981-06-22,0.10001358389854431,0.10044279177142831,0.10001358389854431,0.10044279177142831,10841600
1981-06-23,0.10173045843839645,0.10258965367663003,0.10173045843839645,0.10173045843839645,15030400
1981-06-24,0.09915512800216675,0.10001356652289294,0.09915512800216673,0.10001356652289294,23027200
1981-06-25,0.10130121558904648,0.10173043486104925,0.10130121558904648,0.10130121558904648,24259200
1981-06-26,0.10001358389854431,0.10087201110636093,0.10001358389854431,0.10087201110636093,23788800
1981-06-29,0.09657982736825943,0.09743825435587,0.09657982736825943,0.09743825435587,10595200
1981-06-30,0.08928240090608597,0.08971161450790703,0.08928240090608597,0.08971161450790703,35907200
1981-07-01,0.0884239599108696,0.08885317347356442,0.0884239599108696,0.08885317347356442,170464000
1981-07-02,0.0884239599108696,0.08885317347356442,0.0884239599108696,0.0884239599108696,30284800
1981-07-06,0.08541944622993469,0.08627787912837583,0.08541944622993469,0.08627787912837583,16531200
1981-07-07,0.08627790957689285,0.08713634277828546,0.08627790957689285,0.08627790957689285,15836800
1981-07-08,0.08971163630485535,0.09014162369942762,0.08971163630485535,0.08971163630485535,16620800
1981-07-09,0.08284413069486618,0.0832733441616361,0.08284413069486618,0.0832733441616361,32883200
1981-07-10,0.0764051303267479,0.07683434388024585,0.0764051303267479,0.07683434388024585,55171200
1981-07-13,0.07812277227640152,0.07855199160661504,0.07812277227640152,0.07812277227640152,45740800
1981-07-14,0.0815565213561058,0.08241495446825543,0.0815565213561058,0.0815565213561058,19779200
1981-07-15,0.08370257914066315,0.08413179268835674,0.08370257914066315,0.08370257914066315,10953600
1981-07-16,0.08584868162870407,0.0867071146879755,0.08584868162870407,0.08584868162870407,15232000
1981-07-17,0.08885317295789719,0.08928239224912475,0.08885317295789719,0.08885317295789719,19824000
1981-07-20,0.08284413069486618,0.0832733441616361,0.08284413069486618,0.0832733441616361,23654400
1981-07-21,0.08241492509841919,0.08284414436704779,0.08241492509841919,0.08284414436704779,31942400
1981-07-22,0.07769277691841125,0.07855198344683569,0.07769277691841125,0.07855198344683569,22668800
1981-07-23,0.07983966171741486,0.08026888117440675,0.07983966171741486,0.07983966171741486,34451200
1981-07-24,0.08241492509841919,0.08284414436704779,0.08241492509841919,0.08241492509841919,28851200
1981-07-27,0.08584868162870407,0.08627789529282723,0.08584868162870407,0.08584868162870407,17337600
1981-07-28,0.08284413069486618,0.0832733441616361,0.08284413069486618,0.0832733441616361,22848000
1981-07-29,0.0815565213561058,0.08198574077769336,0.0815565213561058,0.08198574077769336,15500800
1981-07-30,0.08456101268529892,0.08541944557718012,0.08456101268529892,0.08456101268529892,9900800
1981-07-31,0.08584868162870407,0.08627789529282723,0.08584868162870407,0.08584868162870407,10953600
1981-08-03,0.0849902480840683,0.08584868113843738,0.0849902480840683,0.08584868113843738,12432000
1981-08-04,0.08627790957689285,0.08670712904310218,0.08627790957689285,0.08627790957689285,31673600
1981-08-05,0.08885317295789719,0.08928239224912475,0.08885317295789719,0.08885317295789719,17494400
1981-08-06,0.08670710027217865,0.08713631386494138,0.08670710027217865,0.08713631386494138,10528000
1981-08-07,0.08670710027217865,0.08713631386494138,0.08670710027217865,0.08670710027217865,9206400
1981-08-10,0.08670710027217865,0.08670710027217865,0.08670710027217865,0.08670710027217865,0
1981-08-11,0.08413182944059372,0.08499026264200335,0.08413182944059372,0.08499026264200335,71456000
